Wed Sep 22 15:33:33 +0000 2021;[1440700806831828997];Neymar
Wed Sep 22 15:39:59 +0000 2021;[1440702422821715973];Os 3 jogadores mais bem pagos do mundo:  1° Cristiano Ronaldo 2° Lionel Messi 3° Neymar JR  Curiosamente, essa também é a lista dos 3 melhores jogadores do mundo. https://t.co/bJ6CFmfGAX
Wed Sep 22 15:40:11 +0000 2021;[1440702472591339541];@revoltzzxd neymar
Wed Sep 22 15:40:26 +0000 2021;[1440702536940281863];ronaldinho, neymar, insigne, VVD e salah
Wed Sep 22 15:40:47 +0000 2021;[1440702627235332107];Tá cheio de cr7, Neymar, messi nesse tt ave maria kkkkkkkk
Wed Sep 22 15:41:30 +0000 2021;[1440702804553650185];Neymar Jr - Santos Era 🃏 https://t.co/eX1AXYh7SV
Wed Sep 22 15:41:34 +0000 2021;[1440702820521439234];#jogoaberto e a  Patota do Neymar os mimadinhos cada dia aumenta mais.. Gabigol.. Dudu..
Wed Sep 22 15:42:07 +0000 2021;[1440702962074939410];@MattFUTTrading Neymar
Wed Sep 22 15:42:17 +0000 2021;[1440703004827475973];é aquele tweet do neymar ne, assistindo rock in rio mas na verdade queria ta vendo pagode in rio
Wed Sep 22 15:42:19 +0000 2021;[1440703009504182284];Neymar
Wed Sep 22 15:42:27 +0000 2021;[1440703045273149455];Do meu time já tenho e do Neymar vai sair logo logo
Wed Sep 22 15:42:33 +0000 2021;[1440703069176487949];PSG pagará R$ 40 milhões para Neymar não citar política ou fé.
Wed Sep 22 15:42:56 +0000 2021;[1440703164680794122];@JooPedr13883858 @TNTSportsBR Justo! Acho que no lugar do Maradona não dá. O legado histórico do Maradona é bem maior. Mas poderia ser.  Pensando aqui, no lugar do Neymar talvez seja. Ao menos por enquanto.
Wed Sep 22 15:43:18 +0000 2021;[1440703259639828486];@Guilher17017720 cabeça da porra essa sua pra vim tietar neymar dznd q ele deu porrada em algm vai lavar uma louça
Wed Sep 22 15:43:24 +0000 2021;[1440703285451649034];depende de como for o conhecer, pq se for só de vista, eu já vi o Léo 🥺, agora se for pra falar c o jogador, Messi e Neymar
Wed Sep 22 15:43:36 +0000 2021;[1440703332901814272];Neymar
Wed Sep 22 15:43:40 +0000 2021;[1440703349783810054];@MIGUELSEP69 @Palmeiras nem o neymar,nem o messi fez kkkkkkkkkkk
Wed Sep 22 15:43:48 +0000 2021;[1440703386408472593];Neymar com certeza.
Wed Sep 22 15:43:49 +0000 2021;[1440703390216982528];Neymar
Wed Sep 22 15:44:17 +0000 2021;[1440703507389042688];@A_linha202 neymar superestimado?
Wed Sep 22 15:44:55 +0000 2021;[1440703664092377098];@SantosOpressivo Briga de fakes do cara que é fake do Neymar
Wed Sep 22 15:45:11 +0000 2021;[1440703732388294661];Neymar Jr e seus companheiros do PSG vão em busca de mais uma vitória para defender a liderança da Ligue 1. Boa Sorte! 🟥🟦#MATCHDAY   ⚡Metz x PSG 🏆 #Ligue1 | Round 7 ⏰ 16h 🇧🇷 | 21h 🇫🇷 🏟 Stade Saint-Symphorien  #nrsports #neymar #neymarjr #njr #psg #parissaintgermain https://t.co/hZWPHDXtFa
Wed Sep 22 15:45:25 +0000 2021;[1440703789657251844];Hoje é dia de buscar a vitória fora de casa para manter a liderança do Francês! 🟥🟦#MATCHDAY   ⚡Metz x PSG 🏆 #Ligue1 | Round 7 ⏰ 16h 🇧🇷 | 21h 🇫🇷 🏟 Stade Saint-Symphorien  #neymar #neymarjr #njr #psg #parissaintgermain https://t.co/ganh7GMnIQ
Wed Sep 22 15:46:04 +0000 2021;[1440703952975118344];que ódio  postei um foto do Neymar no story sem quere
Wed Sep 22 15:46:04 +0000 2021;[1440703954178899982];mais trouxa que eu só quem acredita que Neymar e Bruna vão voltar
Wed Sep 22 15:46:33 +0000 2021;[1440704075104866308];sera q lanço do neymar🙄
Wed Sep 22 15:46:55 +0000 2021;[1440704169803804683];@t_xkr Ok Neymar
Wed Sep 22 15:47:32 +0000 2021;[1440704323223113728];@melaogustavo Neymar nunca teve um Copa do Mundo como em 2014, onde no seu auge, jogando pelo Barça, saiu machucado contra a Colômbia. No jogo seguinte, o Brasil tomou o 7 a 1 na semi. Sua Copa seguinte foi inexpressiva, virou chacota. Neymar aos 18, longe seu melhor, não ia mudar nada em 2010
Wed Sep 22 15:47:55 +0000 2021;[1440704418442145803];Neymar
Wed Sep 22 15:47:55 +0000 2021;[1440704419163639817];Olha como nos combina igual mbappe e neymar...
Wed Sep 22 15:47:56 +0000 2021;[1440704424414834690];no sp o luciano e fora o neymar
Wed Sep 22 15:48:23 +0000 2021;[1440704536767647758];neymar e pombo
Wed Sep 22 15:48:37 +0000 2021;[1440704596062605321];@gxmess Recuando o neymar pro meio ficamos dependentes do richarlison, gabriel jesus, gabigol e etc.  Enquanto não tivermos um técnico coerente que leve jogadores por merecimento como o antony, gerson e companhia, não vamos ganhar nem Copa America mais
Wed Sep 22 15:48:54 +0000 2021;[1440704669186080775];@Stevan777777 @futebol_info @geglobo @Ale_Lozetti Fora que pra seleção seria até melhor levar o Pedro do que o Gabigol Gabigol joga bem no flamengo pq o time joga para o Gabigol Já na seleção o time sempre jogará pro Neymar,logo tem q achar jogadores que se adaptam para essa função
Wed Sep 22 15:49:04 +0000 2021;[1440704709803708417];selinho só não eh traição qnd a outra pessoa eh o neymar
Wed Sep 22 15:49:06 +0000 2021;[1440704719291224078];@LushaWest Neymar
Wed Sep 22 15:49:48 +0000 2021;[1440704892381790215];CR7 e Neymar, n tem jeito
Wed Sep 22 15:49:51 +0000 2021;[1440704908978581520];Ellon Musk perdeu 7 milhões porque o Neymar foi encontrado chupando o próprio pau
Wed Sep 22 15:50:18 +0000 2021;[1440705019175530510];A mulher que só serve pra dormir com o Ciro Gomes tá querendo dar lição de moral pro Neymar? Pelo amor de Deus, né? #𝙌𝙪𝙖𝙧𝙩𝙖𝘿𝙚𝙩𝙧𝙚𝙢𝙪𝙧𝙖𝙎𝘿𝙑 https://t.co/EQlWKoSUkm
Wed Sep 22 15:51:20 +0000 2021;[1440705280447172617];@FBITricolor @partidazocope @junews24com Ba, aí ele tá se queimando @Girotto_mt @Andarengo1 @Gremista90tista @e_silva1903   Merda de Neymar. Até isso ele estragou.
Wed Sep 22 15:51:26 +0000 2021;[1440705305885622274];Triplo X com o Neymar kkkk bom demais
Wed Sep 22 15:52:04 +0000 2021;[1440705465193615373];@fabiodosanjos33 Casemiro Gerson  Claudinho   Antony Jesus Neymar   Só uma das várias combinações de meio/ataque que dariam pra fazer. Nem sei se essa pode ser a melhor, mas pensando rápido só com uma renovação nos titulares, já forma um time bom. E ainda tem Vini Jr em boa fase.
Wed Sep 22 15:52:15 +0000 2021;[1440705513121931278];Neymar
Wed Sep 22 15:52:16 +0000 2021;[1440705515097509892];no geral Cr7 e Neymar, impossível
Wed Sep 22 15:53:25 +0000 2021;[1440705803292340233];Novo Neymar jr #noalang 🖤💙 #neymar https://t.co/1xjKy6ukZP
Wed Sep 22 15:53:48 +0000 2021;[1440705902407917570];Neymar, messi, geromel
Wed Sep 22 15:54:00 +0000 2021;[1440705952030679050];CR7, Messi e Neymar: conheça a lista de jogadores mais bem pagos do mundo https://t.co/SxVUY9fWpF
Wed Sep 22 15:54:18 +0000 2021;[1440706026991276038];odeio concordar c meme do neymar mas eu sou assim
Wed Sep 22 15:54:37 +0000 2021;[1440706105126973442];@melaogustavo Mano era mais fácil o PH. Ganso ter feito a diferença naquela seleção doq o Neymar de 17 anos, se o ganso fosse convocado eu acho que teríamos mais chances de ser campeões
Wed Sep 22 15:54:43 +0000 2021;[1440706131454677003];Meeee Neymar no galo
Wed Sep 22 15:55:09 +0000 2021;[1440706241269886981];Pele Papai cris Messi Zico Neymar
Wed Sep 22 15:56:07 +0000 2021;[1440706485592342528];Hoje tem Neymar 😜 https://t.co/LVreDnhJhn
Wed Sep 22 15:56:09 +0000 2021;[1440706490990428181];@exame O empresario do neymar é um fenômeno
Wed Sep 22 15:56:43 +0000 2021;[1440706635358359552];Neymar
Wed Sep 22 15:56:49 +0000 2021;[1440706658452205568];@Nelson1jr1 kkkkkk "não me chamem de irmã do neymar", diz irmã do neymar kkkkkkkk
Wed Sep 22 15:56:54 +0000 2021;[1440706679604060164];@BarrigadasFlatt A do Neymar não ser a primeira é uma vergonha kkkkkkkkk
Wed Sep 22 15:57:33 +0000 2021;[1440706846134718472];Muito ritmado o Neymar que ritmo 🎵
Wed Sep 22 15:57:35 +0000 2021;[1440706854812729351];@JogaJogo11 @TNTSportsBR Discordo muito!!! Não acho que Romário, Neymar e Fenômeno jogaram mais que CR7.   Entendo que Fenômeno briga com qualquer um, mas o Ney? Muito exagerado!!!
Wed Sep 22 15:57:38 +0000 2021;[1440706865378201606];Neymar vs Inter liberta
Wed Sep 22 15:57:41 +0000 2021;[1440706877885538309];Neymar
Wed Sep 22 15:57:46 +0000 2021;[1440706900958466059];hoje tem neymar  hoje tem paquetá hoje tem real madrid  hoje tem flamego  EU NUNCA FUI TRISTE NESSA VIDA
Wed Sep 22 15:58:41 +0000 2021;[1440707128184827911];So me apaixono por menina famosa agora que inferno, mais fácil eu chegar no Neymar do que nela
Wed Sep 22 15:59:28 +0000 2021;[1440707325497466881];Messi e Neymar
Wed Sep 22 15:59:52 +0000 2021;[1440707428614508555];PSG pagará R$ 40 milhões para Neymar não citar política ou fé | Esportes | https://t.co/uJ8FJJIEOQ https://t.co/4TFR4TjTil
Wed Sep 22 16:00:12 +0000 2021;[1440707510986440705];@BarrigadasFlatt Kkkkkk essa do Neymar foi foda
Wed Sep 22 16:00:26 +0000 2021;[1440707569698279436];"neymar júnio"
Wed Sep 22 16:00:45 +0000 2021;[1440707648060465153];Mãe do Neymar descobrindo que Bolsonaristas vendem até a mãe pra continuar não pagando imposto https://t.co/XdJPsEFyYe
Wed Sep 22 16:00:47 +0000 2021;[1440707657334067208];vou falar os que eu vi jogar.  1. Messi 2. Ronaldinho 3. CR7 4. Ronaldo 5. Neymar
Wed Sep 22 16:00:54 +0000 2021;[1440707685901488131];neymar
Wed Sep 22 16:01:10 +0000 2021;[1440707754822230020];Barça Chelsudo  Neymar e messi
Wed Sep 22 16:01:36 +0000 2021;[1440707863735717890];@felipeneto Mbappé kkkkkkkkkkkkkkk além de invejoso, tem raivinha do Neymar pq ele é Bolsonaro, pqp
Wed Sep 22 16:01:47 +0000 2021;[1440707910762303490];o cara falou que maior idolo do time dele é o gabigol, e que neymar é uma promessa
Wed Sep 22 16:02:00 +0000 2021;[1440707964680093704];sonhei q voltei no tempo e conheci o neymar criança
Wed Sep 22 16:02:30 +0000 2021;[1440708090291052546];liberaram imagem boomer com o Neymar? https://t.co/9707hsAMjv
Wed Sep 22 16:02:34 +0000 2021;[1440708107827486732];@BarrigadasFlatt A do Neymar foi fodastica kkkkkk
Wed Sep 22 16:02:44 +0000 2021;[1440708150273789959];@melaogustavo Mais o Ganso que o Neymar, na época o Ganso tava destruindo
Wed Sep 22 16:03:03 +0000 2021;[1440708230036869132];o neymar é muito lindo, vai se fuder
Wed Sep 22 16:03:14 +0000 2021;[1440708275020783616];Com todo respeito,que se dane Neymar HOJE TEM FLAMENGO NA SEMIFINAL DA LIBERTADORES
Wed Sep 22 16:03:27 +0000 2021;[1440708330129793030];Eu sou assim, se vc me conhece só daqui vou agir igual o Neymar qnd uma fã vem falar com ele
Wed Sep 22 16:04:06 +0000 2021;[1440708491132366858];vocês já pensaram que o neymar se aposenta antes de 2030?
Wed Sep 22 16:04:56 +0000 2021;[1440708701107589137];@soffi_crf Se até o Neymar né amiga, que somos nós kkkkkkkkkkkkkk
Wed Sep 22 16:05:06 +0000 2021;[1440708745672019986];Comprei o Neymar,agr só falta o CR7
Wed Sep 22 16:05:09 +0000 2021;[1440708756585607168];neymar
Wed Sep 22 16:05:23 +0000 2021;[1440708817092706306];E eu que sonhei hoje que eu tava em um bar e o Neymar apareceu lá do nada, ai ele desceu do carro, entrou e ficou me olhando um tempo, ai obviamente eu tava olhando tbm, mas depois virei e fui sentar na mesa que eu tava com a minha mãe ....
Wed Sep 22 16:06:15 +0000 2021;[1440709034231820289];@EmersonSouzaSEP @futtmais Mas eu hora nenhuma disse que Neymar era melhor... você que quis chamar Ronaldo que multicampeão. Pode ser, mas menos que Neymar.
Wed Sep 22 16:06:18 +0000 2021;[1440709047037022213];mano o neymar juro ele eh a minha personalidade
Wed Sep 22 16:06:28 +0000 2021;[1440709089927970816];Neymar pra caralho
Wed Sep 22 16:06:52 +0000 2021;[1440709190180237320];Neymar na certa
Wed Sep 22 16:07:02 +0000 2021;[1440709232081342464];@juliette O Neymar que não deve ser, mas deveria, só assim pra os seus shows serem bons
Wed Sep 22 16:07:08 +0000 2021;[1440709254785101827];Com ganso e neymar a gente era campeão com SOBRA
Wed Sep 22 16:07:25 +0000 2021;[1440709329342980096];Os mesmos que ainda shippam  Bruna com Neymar, Tiaguinho com Fernanda, Whinderson com Luísa o nome disse é doença, coisa chata deixa os famosos viver eles estão tristes
Wed Sep 22 16:07:39 +0000 2021;[1440709386855321605];Ma compo pour ce #FCMPSG :   K.Navas   A.Hakimi, Marquinhos, T.Kherer, N.Mendes  L.Paredes/Ander Herrera, I. Gana Gueye, Neymar Jr  K.Mbappé, M.Icardi, Á. Di María   Vos avis ? #AllezParis 🔴🔵
Wed Sep 22 16:08:00 +0000 2021;[1440709473048281095];Real Madrid  Messi e Neymar
Wed Sep 22 16:08:02 +0000 2021;[1440709482594455563];@RakuzanKid @Glophar Plus Neymar 😅
Wed Sep 22 16:08:22 +0000 2021;[1440709568242225153];Onde o neymar jogar eu tô torcendo
Wed Sep 22 16:08:33 +0000 2021;[1440709611334488070];@bevizvari Eu lembro q eu nem acompanhava futebol na época mas qnd fiquei sabendo q o Neymar não foi convocado eu achei muito nada a ver
Wed Sep 22 16:08:39 +0000 2021;[1440709638219984902];Cr7 e Neymar 😍
Wed Sep 22 16:09:14 +0000 2021;[1440709783380660236];Parece que só eu na tl odeio Neymar e Pelé. #roletadounfollow
Wed Sep 22 16:09:33 +0000 2021;[1440709864079060992];Neymar representado nois
Wed Sep 22 16:09:38 +0000 2021;[1440709884928946183];meu irmao disse q eu mirei no kawaki e acertei no neymar na época santos kkkkkk
Wed Sep 22 16:09:52 +0000 2021;[1440709943196147720];@vitor99x Do neymar sim
Wed Sep 22 16:10:04 +0000 2021;[1440709993943035926];@melaogustavo Não mudaria nada, Neymar seria banco, teria poucos minutos
Wed Sep 22 16:10:18 +0000 2021;[1440710055188320264];Messi Suarez Neymar
Wed Sep 22 16:10:24 +0000 2021;[1440710080593231882];@DiabloOhneGnade @Eren61Halim Ist das Neymar
Wed Sep 22 16:10:33 +0000 2021;[1440710117687660552];neymar
Wed Sep 22 16:10:39 +0000 2021;[1440710141976854528];@bchartsnet A surr4 no Neymar que é um lixo
Wed Sep 22 16:10:43 +0000 2021;[1440710160310095880];Ae torcedor sabedor da porra toda, se tá ligado que o elenco do palmeiras não é igual esse aí q vc tem na master que no ataque tem Neymar messi e CR7 né, então dá uma baixada nessa bola pq vc sabe q na verdade tu não entendi é de porra nenhuma !
Wed Sep 22 16:11:04 +0000 2021;[1440710244359806983];troço pro neymar
Wed Sep 22 16:11:07 +0000 2021;[1440710257114636309];@VictorSouveran @FFCPedroAugusto @neymarjrdepre Já entendi que vc daria o cu pro Neymar cara, fica tranquilo, a gente já entendeu
Wed Sep 22 16:11:27 +0000 2021;[1440710341113962521];@brhxndadc Além disso, o Neymar sempre trata bem as fãs, então eu ia te tratar super bem
Wed Sep 22 16:11:34 +0000 2021;[1440710372428636174];Até quem enfim veremos um talento de verdade ao lado do Neymar na Seleção. Faz muito falta o menino Coutinho..
Wed Sep 22 16:11:41 +0000 2021;[1440710401436512263];fred, pedro e neymar
Wed Sep 22 16:12:01 +0000 2021;[1440710486224347141];Neymar x Internacional
Wed Sep 22 16:12:09 +0000 2021;[1440710519762030598];Agora que eu fui ver que o Neymar participou de La casa de Pap
Wed Sep 22 16:12:12 +0000 2021;[1440710529895452678];@znando99x @bchartsnet A surr4 no Neymar não inspira ninguém, only parceiro de racista https://t.co/Ck6AgniFBq
Wed Sep 22 16:12:12 +0000 2021;[1440710532768559113];@rodd__serling Se fosse ex do Neymar não tinha dessa
Wed Sep 22 16:12:13 +0000 2021;[1440710534949597192];torço p neymar
Wed Sep 22 16:12:24 +0000 2021;[1440710583997779977];Agora que eu fui ver que o Neymar participou de La casa de Papel
Wed Sep 22 16:12:36 +0000 2021;[1440710633108869124];@ferreirateos o neymar mais perigoso de todos os neys
Wed Sep 22 16:13:17 +0000 2021;[1440710804068732931];@KadirEk40Bin Neymar  #MEBKarmasızEk25Bin
Wed Sep 22 16:13:28 +0000 2021;[1440710851560820749];@TNTSportsAR Fraco nunca será Neymar
Wed Sep 22 16:13:32 +0000 2021;[1440710868631646215];@moyavictorino Same: Ronaldinho, Ronaldo, Neymar, James.
Wed Sep 22 16:13:36 +0000 2021;[1440710883441741825];Hj tem show de Neymar, anota aí.
Wed Sep 22 16:13:44 +0000 2021;[1440710919286235141];Ultimamente eu tenho sonha muita coisa estranha, mas hoje sonhei com Neymar… tipo ???? Kkkkkk
Wed Sep 22 16:13:51 +0000 2021;[1440710947824275459];Mano a o Planeta tem 6 continentes 240 países 600 milhões de cidade, e essa mulher vai para frança e em Paris, só para atormenta o nosso Rei menino Neymar. Muito mal caráter
Wed Sep 22 16:14:06 +0000 2021;[1440711011049218082];Um tem show do Neymar, anota aí.
Wed Sep 22 16:14:15 +0000 2021;[1440711047728353284];neymar
Wed Sep 22 16:14:44 +0000 2021;[1440711168939544577];esperando ansiosamente o halloween só pra ir combinando fantasia com alguém, igual o neymar e a marquezine
Wed Sep 22 16:15:08 +0000 2021;[1440711268399079436];neymar da silva santos jr, o amor da minha vida
Wed Sep 22 16:15:10 +0000 2021;[1440711278457081856];Neymar, pele, Messi, CR7, ronaldinho
Wed Sep 22 16:15:11 +0000 2021;[1440711282039005196];@neymarjrdepre Eu de Neymar
Wed Sep 22 16:15:19 +0000 2021;[1440711315345969161];@loudxbuzz @Mont6147 @yeolchensoo @narbi_mikaelson para cara, o neymar não vai comer seu cu
Wed Sep 22 16:15:47 +0000 2021;[1440711434434793480];o dia que demi tava de graça com o neymar e ficou no ig perguntando como que falava bunda em português aí ficou mudando a legenda pra #bunda e #rabetao x o dia que elu seguiu a juliette kkkkkkk ddlovato não perde tempo https://t.co/aSUe9wBTgh
Wed Sep 22 16:17:20 +0000 2021;[1440711823494303749];Antony = novo neymar
Wed Sep 22 16:17:27 +0000 2021;[1440711850744635399];Neymar faça alguma coisa 😭😭👍🏻
Wed Sep 22 16:17:38 +0000 2021;[1440711897788018690];@acklesfiIms mn vc ri do neymar as vezes sou assim KKKKKKKKK ele botando #respeitaopai nas coisas
Wed Sep 22 16:18:29 +0000 2021;[1440712111349403657];@her1fck @Dig_Psy @maisesportsbr infelizmente, esta é a realidade do nosso país.. o pior é que o neymar não se posiciona sobre isso, é ensurdecedor
Wed Sep 22 16:18:38 +0000 2021;[1440712150855479296];Santos igual o neymar e o rei pelé
Wed Sep 22 16:19:17 +0000 2021;[1440712312579526663];eu já tinha pedido td no “olhar de q é fujoshi” mas qnd o neymar apareceu é outro nível
Wed Sep 22 16:19:18 +0000 2021;[1440712317591715853];Boa tarde neymar 🙏🏾🚀🚀
Wed Sep 22 16:19:20 +0000 2021;[1440712326907191304];Hj tem show do Neymar, anota aí
Wed Sep 22 16:19:45 +0000 2021;[1440712432553394196];Pensando nele: O comercial do Neymar, Ganso e Robson 190 dançando single ladies
Wed Sep 22 16:19:58 +0000 2021;[1440712487351980034];@FCamposoficial @Ronaldo Logo alguém fala que o neymar jogou mais 🤣
Wed Sep 22 16:20:20 +0000 2021;[1440712576678072336];@andissaura e o sub gift era mesmo pro neymar jr oficial??? Eu sai da live e esqueci até de perguntar haha
Wed Sep 22 16:20:29 +0000 2021;[1440712618218450947];neymar não tem posição política, jogador de futebol no geral não tem posição política e se vc pensa o contrário vc é burro
Wed Sep 22 16:20:32 +0000 2021;[1440712629186543616];@BarrigadasFlatt @Fladrigo29 @WesleyAz7 @GersonAbdon @ohugocrf olha essa lista de barrigadas kkkkk  quando acabar o maluco sou eu, só louco na lista kkkk  Neymar foi foda, era pra ser top1 fácil kkkkkk
Wed Sep 22 16:20:54 +0000 2021;[1440712720429432839];É o demônio de saia, eu te entendo neymar
Wed Sep 22 16:21:08 +0000 2021;[1440712778759557122];@juniorlluccas @Antisylvinho @geglobo Santos jogou mais da metade dos jogos sem Neymar em 2012. Mas como não era seu time tudo bem né?
Wed Sep 22 16:21:19 +0000 2021;[1440712827182858243];o sonho de todo homossexual é ser o neymar. como não conseguem realizar esse sonho por conta do preconceito, passam a fazer coreografia da Beyonce pra afogar suas magoas. mas tenho certeza que é a contra gosto.
Wed Sep 22 16:21:55 +0000 2021;[1440712975959003147];Messi  ou Neymar
Wed Sep 22 16:22:08 +0000 2021;[1440713033018269699];@Mfutebolisticos Acho que só Neymar poderia bater de frente com o capitão Nascimento
Wed Sep 22 16:22:09 +0000 2021;[1440713036247887880];Vini Jr ou Neymar, parecem ser legais e são br
Wed Sep 22 16:22:21 +0000 2021;[1440713085736480772];@pfvrescute sempre esteve presente, tem até shox do Neymar   te digo ainda q o shox é a real street wear Br, o resto é colonização
Wed Sep 22 16:22:41 +0000 2021;[1440713169228341255];@diogomainardi Kkkkkkk deve estar com aquele tablet da mulher que queria ferrar o Neymar.
Wed Sep 22 16:22:44 +0000 2021;[1440713181056233508];neymar e messi
Wed Sep 22 16:23:25 +0000 2021;[1440713356227211276];@BTSxBRAZIL @BTS_twt Neymar tem umas 5 dessa
Wed Sep 22 16:23:29 +0000 2021;[1440713370156425224];Parece que gostar do Neymar virou crime aqui no trampo
Wed Sep 22 16:23:38 +0000 2021;[1440713408949620741];@yago_pedroso @neymarjrdepre @neymarjr Q isso q sua art ficou mtt incrível, tá de parabéns  mas por ser o neymar quero q vc exploda um rojão no cu! É isso
Wed Sep 22 16:23:44 +0000 2021;[1440713432135659530];Na Europa eu torço para o Neymar futebol clube
Wed Sep 22 16:24:06 +0000 2021;[1440713527535157261];@kx7ii_ Messi. Neymar. Ronaldo
Wed Sep 22 16:24:12 +0000 2021;[1440713551308464137];Não está fácil pra @neymarjr imagina pra mim um  mero mortal e pobre 😫😖😭
Wed Sep 22 16:24:44 +0000 2021;[1440713686872584203];faria de absolutamente TUDO p conhecer o Neymar, tudo mesmo
Wed Sep 22 16:24:51 +0000 2021;[1440713716702453766];neymar
Wed Sep 22 16:24:59 +0000 2021;[1440713748935704587];@messithoughts Ronaldo Neymar lewandowski*
Wed Sep 22 16:25:11 +0000 2021;[1440713799401545729];O cara acha que o Neymar não sabe falar inglês menor ksksksk
Wed Sep 22 16:25:23 +0000 2021;[1440713851071189003];@Ellins11 tu ta achando q eu tenho a conta bancária do neymar, só pode
Wed Sep 22 16:25:31 +0000 2021;[1440713884071981057];por que as coisas na minha vida acontecem tão rápido, e aquela parada de tempo pra mim nunca existiu  o Neymar respira sal (intro Camila Loures)  @juprearo
Wed Sep 22 16:26:21 +0000 2021;[1440714093824917514];@juu_raabe ta bom neymar
Wed Sep 22 16:26:43 +0000 2021;[1440714186208645120];Messi, Neymar, Suarez, Di Magia, James Rodrigues
Wed Sep 22 16:26:56 +0000 2021;[1440714238129946636];@Bllkk201 @Raffael1914 @geglobo Antony ponta Raphinha ponta Fabinho volante B Guimarães volante Casemiro volante O único que pode jogar muito aí e o Neymar e talvez o Paquetá
Wed Sep 22 16:26:57 +0000 2021;[1440714242861113346];mano como os caras me fazem um video do neymar com a bruna e dps no final do video mostra eles separados e ela com outro mano.. PQP QUE TRISTEZA DA PORRA, graças a deus q eu nao sou famoso pra nenhum fdp faze isso comigo, pqp
Wed Sep 22 16:27:04 +0000 2021;[1440714271243980803];@lauanne_samp neymar
Wed Sep 22 16:27:06 +0000 2021;[1440714282065293312];@sabrina_gludwig só agradecer por essas oportunidades que o neymar tá proporcionando
Wed Sep 22 16:27:08 +0000 2021;[1440714288235094026];ela quem??????? Neymar Jr........ mds
Wed Sep 22 16:27:23 +0000 2021;[1440714353490026510];neymar, rigoni, cr7 e antony
Wed Sep 22 16:27:40 +0000 2021;[1440714424600252422];@sethxp7 faltou o messi, neymar e mbappe
Wed Sep 22 16:27:47 +0000 2021;[1440714453218062339];Neymar com 18 ja tinha ganho brasileiro e libertadores sendo protagonista...salvo engano ..VR nao chega aos pes...
Wed Sep 22 16:28:04 +0000 2021;[1440714524663836692];neymar, oh homi
Wed Sep 22 16:28:28 +0000 2021;[1440714626698661897];O cara acha q é Neymar pra deixar de seguir e querer q continue seguindo KKKKKKKK
Wed Sep 22 16:28:46 +0000 2021;[1440714701709533187];@NathnaelKebede Neymar or Ramos
Wed Sep 22 16:29:38 +0000 2021;[1440714920211877888];@LukePingu Neymar 😎
Wed Sep 22 16:29:42 +0000 2021;[1440714937609830400];Neymar es filipino ?
Wed Sep 22 16:29:51 +0000 2021;[1440714973685030929];tô me achando feia ent minha foto de perfil eh o neymar agora
Wed Sep 22 16:29:55 +0000 2021;[1440714990827147270];Quanto vale a sua fé?  Para o PSG, time onde joga Neymar, R$ 40 milhões bastam para que o jogador deixe de expressar, nas redes sociais, a sua fé e a sua visão política.   Infelizmente, vivemos num mundo onde pensam que o dinheiro manda nos nossos valores e crenças. https://t.co/RC64rR1nsn
